file	num_segments	duration_seconds	num_words
SF3252A.1.mpg	56	227	622
SF1727.1.mpg	108	378	1328
SF1723.1.mpg	77	291	865
SF1707.1.mpg	94	328	1154
SF1719.1.mpg	136	439	1592
SF1702.1.mpg	142	458	1608
SF1709B.1.mpg	92	294	928
SF934.1.mpg	74	273	877
SF943A.1.mpg	50	295	812
SF3193B.1.mpg	97	248	731
SF2666B.1.mpg	138	200	1110
SF940A.1.mpg	42	129	424
SF926B.1.mpg	74	275	1015
SF938B.1.mpg	7	14	52
SF938A.1.mpg	84	219	717
SF2893.1.mpg	62	335	1028
SF946B.1.mpg	47	229	769
SF951.1.mpg	25	158	405
SF931B.1.mpg	17	28	108
SF939A.1.mpg	62	307	1046
SF936A.1.mpg	48	247	730
SF943C.1.mpg	20	47	142
SF927B.1.mpg	24	53	240
SF2865.1.mpg	104	375	1171
SF963.1.mpg	36	203	556
SF948.1.mpg	27	183	549
SF3203.1.mpg	36	156	530
SF949A.1.mpg	32	176	476
SF932A.1.mpg	47	182	602
SF949B.1.mpg	16	73	146
SF933B.1.mpg	27	162	420
SF945A.1.mpg	23	134	418
SF959.1.mpg	28	88	276
SF942.1.mpg	21	120	370
SF2796.1.mpg	6	3	33
SF941.1.mpg	30	148	452
SF953B.1.mpg	5	2	13
SF2844A-B.1.mpg	140	865	1963
SF955D.1.mpg	86	312	877
SF933A.1.mpg	32	162	428
SF3193A.1.mpg	105	333	1041
SF929.1.mpg	33	180	550
SF927A.1.mpg	18	76	263
SF930A.1.mpg	88	490	1291
SF955B.1.mpg	39	95	462
SF962.1.mpg	22	120	321
SF961.1.mpg	21	98	259
SF932C.1.mpg	3	2	14
SF964A.1.mpg	38	171	593
SF957.1.mpg	21	117	354
SF945B.1.mpg	9	64	122
SF953C.1.mpg	29	78	217
SF955C.1.mpg	58	126	461
SF935.1.mpg	86	255	853
SF953A.1.mpg	15	81	219
SF950.1.mpg	20	138	376
SF952.1.mpg	53	236	695
SF932B.1.mpg	67	419	1022
SF3213.1.mpg	29	171	540
SF936B.1.mpg	14	63	216
SF945E.1.mpg	1	0	1
SF964B.1.mpg	3	0	3
SF947A.1.mpg	33	179	482
SF3214.1.mpg	64	237	907
SF930B.1.mpg	19	76	249
SF945F.1.mpg	99	382	1261
SF945D.1.mpg	74	319	1030
SF960A.1.mpg	27	85	313
SF2703.1.mpg	147	486	1586
SF965.1.mpg	39	157	605
SF956A.1.mpg	67	287	962
SF3195.1.mpg	62	257	848
SF2791.1.mpg	8	45	102
SF946A.1.mpg	37	189	476
SF945C.1.mpg	63	183	560
SF931A.1.mpg	30	123	393
SF958A.1.mpg	69	293	852
SF937.1.mpg	71	384	1160
SF928.1.mpg	20	103	295
SF955A.1.mpg	15	94	280
SF954.1.mpg	5	26	54
SF1835.1.mpg	55	249	785
SF1822.1.mpg	74	293	893
SF1830.1.mpg	88	352	1204
SF1837.1.mpg	95	269	958
SF1821A.1.mpg	92	328	1007
SF1811.1.mpg	73	296	946
SF1814.1.mpg	78	303	1010
SF1832A.1.mpg	47	173	613
SF1813.1.mpg	103	323	1086
SF1841.1.mpg	82	351	975
SF1817.1.mpg	63	264	689
SF1809.1.mpg	85	329	1089
SF1826.1.mpg	104	359	1193
SF1840.1.mpg	102	309	1019
SF1833.1.mpg	73	238	837
SF1824A.1.mpg	115	431	1458
SF1818.1.mpg	88	285	939
SF1828.1.mpg	89	367	1105
SF1836.1.mpg	65	301	975
SF1831.1.mpg	64	277	923
SF1842.1.mpg	93	401	1311
SF1823.1.mpg	66	291	889
SF1832B.1.mpg	56	193	690
SF1819.1.mpg	153	578	2000
SF1815.1.mpg	77	296	844
SF1824B.1.mpg	59	230	900
SF1816.1.mpg	84	316	999
SF1839A.1.mpg	72	264	816
SF1834.1.mpg	62	299	938
SF1829.1.mpg	73	308	899
SF1827.1.mpg	123	442	1410
SF1810.1.mpg	100	388	1333
SF1838A.1.mpg	85	326	1074
SF1808.1.mpg	89	298	1056
SF1210.1.mpg	47	176	511
SF1207.1.mpg	103	397	1312
SF1238.1.mpg	85	332	1087
SF1245A.1.mpg	19	63	203
SF1228B.1.mpg	5	26	63
SF1214B.1.mpg	53	251	625
SF2946A-B.1.mpg	100	378	978
SF1206B.1.mpg	49	183	539
SF1193.1.mpg	52	316	949
SF1223.1.mpg	45	193	642
SF1212.1.mpg	3	14	39
SF2964.1.mpg	73	482	1131
SF1197B.1.mpg	173	596	1946
SF1197A.1.mpg	143	546	1626
SF1230.1.mpg	91	295	932
SF1204B.1.mpg	64	205	487
SF2950A-D.1.mpg	121	519	1395
SF1208.1.mpg	106	335	1096
SF1886.1.mpg	86	413	1244
SF1233.1.mpg	100	360	1244
SF2983.1.mpg	109	421	1251
SF2941.1.mpg	88	296	919
SF1222A.1.mpg	101	359	1177
SF1204A.1.mpg	83	369	1091
SF1214C.1.mpg	78	245	845
SF1213.1.mpg	46	172	620
SF1194.1.mpg	90	399	1290
SF1228A.1.mpg	137	451	1555
SF1235.1.mpg	83	255	889
SF2857A-B.1.mpg	96	362	1047
SF1225.1.mpg	89	299	972
SF1237A.1.mpg	76	242	812
SF1231.1.mpg	88	309	955
SF1226A.1.mpg	30	117	344
SF1198.1.mpg	70	304	873
SF1209.1.mpg	67	274	850
SF1878.1.mpg	5	0	7
SF1199.1.mpg	109	470	1486
SF1206A.1.mpg	85	293	949
SF1214A.1.mpg	43	156	550
SF1211.1.mpg	66	188	620
SF1203.1.mpg	108	422	1232
SF1192.1.mpg	34	234	680
SF1229.1.mpg	85	317	1106
SF1234.1.mpg	116	362	1291
SF1227C.1.mpg	43	158	534
SF1237B.1.mpg	83	308	958
SF2938.1.mpg	161	613	1912
SF1196.1.mpg	58	297	855
SF1195B.1.mpg	91	318	1079
SF1224.1.mpg	77	284	961
SF1239.1.mpg	140	518	1707
SF1221.1.mpg	110	395	1286
SF1200.1.mpg	71	361	1120
SF1227B.1.mpg	74	298	976
SF3250A-C.1.mpg	479	1016	3854
SF1201.1.mpg	93	347	1164
SF1220.1.mpg	40	154	481
SF1236.1.mpg	135	432	1447
SF1195A.1.mpg	47	274	794
SF1227A.1.mpg	61	241	726
SF1205.1.mpg	86	395	1158
SF1202.1.mpg	63	319	934
SF1232.1.mpg	65	227	683
SF2981A.1.mpg	63	340	825
SF1273.1.mpg	87	377	1187
SF3312.1.mpg	28	227	521
SF2967C.1.mpg	48	355	735
SF1261A.1.mpg	41	162	459
SF2781.1.mpg	95	406	1171
SF1260.1.mpg	35	223	709
SF1258.1.mpg	24	153	315
SF1259C.1.mpg	62	291	1008
SF1280A.1.mpg	110	442	1444
SF1278A.1.mpg	113	586	1651
SF1257.1.mpg	19	98	277
SF2948A.1.mpg	76	316	938
SF1277.1.mpg	80	359	1007
SF1262A.1.mpg	148	494	1624
SF2775.1.mpg	50	120	292
SF1247A.1.mpg	102	364	1315
SF3367.1.mpg	56	212	724
SF3366.1.mpg	65	181	737
SF3365.1.mpg	97	281	1094
SF1255B.1.mpg	74	177	554
SF2948B.1.mpg	86	471	1304
SF2772.1.mpg	147	712	2067
SF1248B.1.mpg	155	507	1802
SF1259A.1.mpg	41	249	569
SF1274.1.mpg	117	443	1345
SF1256A.1.mpg	116	405	1356
SF2782.1.mpg	21	96	334
SF2770B.1.mpg	121	433	1366
SF1265A.1.mpg	95	366	1141
SF2771.1.mpg	87	308	851
SF1269.1.mpg	124	465	1411
SF1261B.1.mpg	82	243	867
SF1267.1.mpg	106	407	1266
SF1252C.1.mpg	66	286	855
SF3368.1.mpg	99	296	936
SF2980.1.mpg	39	182	424
SF3369.1.mpg	84	271	969
SF1254A.1.mpg	109	404	1344
SF3071.1.mpg	95	265	988
SF1270.1.mpg	114	409	1270
SF2777.1.mpg	103	321	1032
SF1275.1.mpg	66	261	827
SF2816A.1.mpg	61	210	478
SF1279.1.mpg	107	407	1157
SF1250.1.mpg	115	399	1443
SF1268.1.mpg	101	376	1220
SF1245B.1.mpg	44	136	499
SF1264.1.mpg	114	436	1416
SF2773.1.mpg	93	312	1003
SF1285.1.mpg	85	322	1014
SF1263.1.mpg	140	468	1513
SF2776A-B.1.mpg	184	428	1371
SF1253.1.mpg	52	256	740
SF1244.1.mpg	92	315	1095
SF1272.1.mpg	92	385	1198
SF1259E.1.mpg	41	269	744
SF2967A.1.mpg	52	411	889
SF1271.1.mpg	97	362	1178
SF2774.1.mpg	130	96	334
SF1249.1.mpg	126	424	1713
SF1255A.1.mpg	137	428	1441
SF2985A.1.mpg	44	319	670
SF2780.1.mpg	99	480	1327
SF1256B.1.mpg	9	34	136
SF1246.1.mpg	46	122	508
SF1248A.1.mpg	59	207	737
SF2997F.1.mpg	30	133	375
SF2979.1.mpg	64	201	597
SF2947.1.mpg	99	455	1327
SF2779.1.mpg	50	205	555
SF2997A-E.1.mpg	296	1277	3878
SF1259B.1.mpg	70	456	1244
SF2770A.1.mpg	61	217	705
SF1266.1.mpg	99	370	1086
SF1276.1.mpg	54	254	720
SF2768.1.mpg	33	214	647
SF1252A.1.mpg	21	69	247
SF1252B.1.mpg	52	284	766
SF1240.1.mpg	67	255	798
SF2778.1.mpg	105	377	1130
SF2769.1.mpg	19	97	277
SF2967B.1.mpg	48	306	777
SF1283B.1.mpg	25	133	352
SF1300.1.mpg	37	161	487
SF2898A.1.mpg	80	353	1000
SF2996B.1.mpg	112	494	1443
SF2995.1.mpg	65	278	842
SF1301.1.mpg	51	252	690
SF1294.1.mpg	109	414	1396
SF2996A.1.mpg	133	332	1119
SF1287.1.mpg	91	407	1161
SF2898D.1.mpg	49	235	633
SF1306A.1.mpg	163	605	1818
SF1306B.1.mpg	19	24	44
SF1297A.1.mpg	50	219	632
SF1293B.1.mpg	20	52	192
SF1292.1.mpg	85	322	996
SF1308.1.mpg	75	345	982
SF2996D.1.mpg	130	301	1031
SF3291.1.mpg	63	291	757
SF3262B.1.mpg	147	305	956
SF1303A.1.mpg	52	241	529
SF1286.1.mpg	83	280	956
SF1283A.1.mpg	69	280	847
SF1288B.1.mpg	104	302	998
SF1284.1.mpg	99	371	1160
SF1290B.1.mpg	48	222	736
SF1305A.1.mpg	109	469	1269
SF2982A.1.mpg	94	314	942
SF2817.1.mpg	160	596	1780
SF1315A.1.mpg	102	397	1229
SF2898E.1.mpg	55	241	649
SF2898B.1.mpg	57	251	695
SF1315B.1.mpg	17	58	177
SF1282.1.mpg	111	394	1232
SF2898C.1.mpg	29	145	454
SF1867A.1.mpg	93	235	833
SF1299.1.mpg	150	546	1812
SF1988.1.mpg	113	416	1196
SF1867C.1.mpg	115	357	1035
SF1303D.1.mpg	63	218	847
SF1314.1.mpg	89	389	1110
SF1291.1.mpg	50	192	596
SF1305B.1.mpg	2	5	12
SF1319.1.mpg	39	185	580
SF1303C.1.mpg	65	267	785
SF1304A.1.mpg	144	533	1588
SF2898G.1.mpg	57	241	640
SF2898F.1.mpg	56	302	711
SF1290A.1.mpg	106	444	1302
SF2810.1.mpg	9	5	24
SF1307.1.mpg	103	442	1414
SF1281.1.mpg	124	427	1404
SF1298.1.mpg	57	278	800
SF1309B.1.mpg	34	140	362
SF1288A.1.mpg	100	415	1310
SF1317.1.mpg	92	375	1168
SF2984A.1.mpg	21	117	313
SF1293A.1.mpg	96	384	1047
SF1309A.1.mpg	85	335	945
SF1289.1.mpg	105	364	1144
SF1303B.1.mpg	95	354	887
SF1311.1.mpg	82	321	981
SF1296.1.mpg	68	264	828
SF2824.1.mpg	107	296	1082
SF3262A.1.mpg	277	483	1635
SF1313.1.mpg	91	317	969
SF2989.1.mpg	120	500	1359
SF2996C.1.mpg	133	403	1135
SF1312.1.mpg	78	312	1030
SF1295.1.mpg	61	274	800
SF1867B.1.mpg	108	175	820
SF1316.1.mpg	60	273	757
SF1302.1.mpg	79	353	997
SF3232A-B.1.mpg	107	199	891
SF2571A-C.1.mpg	265	813	2449
SF3319A.1.mpg	123	350	1164
SF3319B.1.mpg	139	397	1319
SF3322A-B.1.mpg	55	66	323
SF1985A-E.1.mpg	203	463	1614
SF2835.1.mpg	78	313	820
SF3238A-B.1.mpg	155	193	1010
SF3237.1.mpg	13	21	57
SF3239B.1.mpg	40	74	281
SF3236A-B.1.mpg	62	276	767
SF3239A.1.mpg	35	79	292
SF2831A-C.1.mpg	122	184	610
SF1573.1.mpg	135	477	1336
SF1581.1.mpg	50	225	653
SF3297.1.mpg	139	278	1082
SF1567.1.mpg	104	355	1045
SF1591.1.mpg	94	390	1116
SF1593.1.mpg	37	227	622
SF1580.1.mpg	80	270	788
SF1595A.1.mpg	77	322	922
SF1579.1.mpg	100	408	1146
SF1584.1.mpg	77	254	708
SF1600.1.mpg	57	292	868
SF1605A.1.mpg	109	410	1266
SF1598.1.mpg	113	440	1408
SF1595B.1.mpg	59	234	681
SF1589.1.mpg	108	391	1298
SF1590.1.mpg	141	542	1684
SF1582.1.mpg	46	202	551
SF1606A.1.mpg	59	232	647
SF1566A.1.mpg	83	275	828
SF1585.1.mpg	80	372	1129
SF1601.1.mpg	87	422	1246
SF1602.1.mpg	87	383	1073
SF1569A.1.mpg	86	312	962
SF1570.1.mpg	29	105	344
SF1604A.1.mpg	37	184	465
SF3230.1.mpg	61	204	489
SF1597A.1.mpg	86	313	925
SF1576.1.mpg	42	149	447
SF1568.1.mpg	54	219	684
SF3229.1.mpg	131	548	1511
SF1599.1.mpg	96	352	1052
SF3254.1.mpg	143	529	1205
SF1604B.1.mpg	56	154	464
SF1588.1.mpg	91	391	1147
SF1574.1.mpg	53	197	602
SF1577.1.mpg	97	356	1070
SF1575.1.mpg	95	348	986
SF3228.1.mpg	122	563	1473
SF1565.1.mpg	57	225	720
SF3231.1.mpg	99	467	1142
SF1587.1.mpg	45	196	562
SF1572.1.mpg	124	363	1166
SF1571.1.mpg	74	297	926
SF1605B.1.mpg	80	264	797
SF1607A.1.mpg	121	362	1180
SF3217.1.mpg	97	356	1164
SF1594.1.mpg	92	316	913
SF1940A-B.1.mpg	144	606	1688
SF2899A-H.1.mpg	371	1688	4740
SF1578A.1.mpg	93	377	1163
SF1586.1.mpg	28	90	249
SF1597B.1.mpg	55	207	664
SF3000.1.mpg	84	364	925
SF1596.1.mpg	93	393	1173
SF1592A.1.mpg	65	298	829
SF1569B.1.mpg	45	188	538
SF1583.1.mpg	55	205	632
SF564.1.mpg	1	0	1
SF2908.1.mpg	60	280	796
SF3005.1.mpg	140	510	1600
SF3352.1.mpg	105	379	918
SF1512.1.mpg	55	279	754
SF1504C.1.mpg	180	363	1435
SF1504B.1.mpg	97	369	926
SF3014.1.mpg	108	516	1345
SF1503.1.mpg	30	129	354
SF1498.1.mpg	58	230	614
SF1483.1.mpg	80	300	821
SF1489.1.mpg	77	248	767
SF1486.1.mpg	146	468	1410
SF1508.1.mpg	44	196	554
SF1481.1.mpg	75	302	857
SF1513A.1.mpg	54	267	661
SF3296A.1.mpg	91	309	954
SF1517.1.mpg	58	255	683
SF1514.1.mpg	54	354	701
SF3200A.1.mpg	94	337	888
SF1488.1.mpg	130	474	1308
SF1500A.1.mpg	64	240	748
SF1928.1.mpg	138	496	1730
SF1484.1.mpg	63	248	721
SF1515.1.mpg	46	162	468
SF1516A2.1.mpg	36	214	496
SF1502.1.mpg	48	150	401
SF1513B.1.mpg	178	374	1422
SF1482.1.mpg	75	293	792
SF1493.1.mpg	133	360	1204
SF1499B.1.mpg	72	270	825
SF1480.1.mpg	46	172	492
SF1492.1.mpg	85	329	984
SF1501.1.mpg	50	184	622
SF1509.1.mpg	14	66	182
SF3316.1.mpg	1	0	1
SF1511B.1.mpg	83	340	1025
SF1506.1.mpg	52	185	562
SF1500B.1.mpg	55	206	595
SF2928A-C.1.mpg	217	949	2488
SF1499C.1.mpg	61	291	782
SF1500C.1.mpg	73	230	763
SF1485.1.mpg	54	170	524
SF1495A.1.mpg	75	298	873
SF1497.1.mpg	74	293	799
SF1496.1.mpg	95	379	1115
SF1490.1.mpg	70	273	783
SF3300.1.mpg	571	751	2685
SF1510.1.mpg	68	278	832
SF2818A.1.mpg	51	169	542
SF1504A.1.mpg	54	209	568
SF1494.1.mpg	65	263	784
SF1507.1.mpg	63	263	737
SF1499A.1.mpg	94	425	1117
SF1511A.1.mpg	71	230	715
SF1487.1.mpg	64	242	719
SF1505.1.mpg	64	250	802
SF1491.1.mpg	75	322	948
SF1516A1.1.mpg	50	253	733
SF1500D.1.mpg	61	264	812
SF1986E.1.mpg	10	18	105
SF2800.1.mpg	85	91	676
SF1958.1.mpg	6	2	10
SF3271.1.mpg	47	209	624
SF2542C.1.mpg	151	221	894
SF2543A.1.mpg	115	67	362
SF1986B.1.mpg	24	36	222
SF2553A.1.mpg	130	293	1329
SF2654.1.mpg	123	227	859
SF3048.1.mpg	8	16	69
SF674B.1.mpg	23	76	277
SF3175.1.mpg	31	142	527
SF679A.1.mpg	24	24	96
SF2765.1.mpg	53	129	440
SF2542A.1.mpg	18	56	156
SF3017.1.mpg	22	81	255
SF1986D.1.mpg	16	62	132
SF2789.1.mpg	162	741	1743
SF2764.1.mpg	10	61	165
SF1986A.1.mpg	37	94	445
SF675.1.mpg	25	65	310
SF689.1.mpg	2	22	12
SF1986G.1.mpg	20	27	127
SF3194.1.mpg	158	463	1514
SF2763.1.mpg	35	45	231
SF1986C.1.mpg	16	17	96
SF694.1.mpg	54	78	320
SF1986F.1.mpg	4	2	8
SF3055.1.mpg	54	150	341
SF3070.1.mpg	112	379	1039
SF1384.1.mpg	68	260	719
SF3240B.1.mpg	66	390	878
SF1371.1.mpg	76	277	828
SF1398.1.mpg	60	320	893
SF1396.1.mpg	62	252	680
SF2843.1.mpg	42	351	774
SF1887.1.mpg	121	221	1204
SF1383.1.mpg	58	278	795
SF1382A.1.mpg	44	206	547
SF3010.1.mpg	131	633	1716
SF1387.1.mpg	50	197	570
SF3248.1.mpg	66	228	480
SF3241D.1.mpg	43	211	501
SF3003.1.mpg	161	543	1555
SF1362.1.mpg	90	327	971
SF3240C.1.mpg	33	185	432
SF3242C.1.mpg	59	277	587
SF3242D.1.mpg	49	256	475
SF1363.1.mpg	56	278	747
SF1392.1.mpg	76	337	1034
SF1389B.1.mpg	175	423	1525
SF1366.1.mpg	117	503	1434
SF2858.1.mpg	3	0	4
SF1372.1.mpg	162	542	1687
SF3241C.1.mpg	45	207	511
SF2990.1.mpg	88	515	1451
SF1374.1.mpg	78	305	978
SF1379.1.mpg	45	181	524
SF3240A.1.mpg	73	420	980
SF1373.1.mpg	48	227	659
SF1381A.1.mpg	7	41	120
SF1388.1.mpg	30	178	348
SF1367.1.mpg	139	500	1591
SF3241B.1.mpg	60	262	735
SF1368.1.mpg	80	368	1152
SF1400.1.mpg	38	154	403
SF1397.1.mpg	77	349	975
SF1380.1.mpg	40	218	655
SF1395.1.mpg	58	253	707
SF3242E.1.mpg	38	134	303
SF3242A.1.mpg	45	239	526
SF1393.1.mpg	87	380	1126
SF1378A.1.mpg	81	420	1081
SF3242B.1.mpg	116	532	1206
SF1385B.1.mpg	53	200	671
SF1378B.1.mpg	7	41	116
SF1391.1.mpg	64	349	921
SF1343.1.mpg	51	280	797
SF1389A.1.mpg	74	359	1080
SF1399.1.mpg	43	209	558
SF1364.1.mpg	52	276	731
SF2839A.1.mpg	63	144	503
SF1385C.1.mpg	37	132	480
SF3241A.1.mpg	72	360	987
SF1375.1.mpg	91	388	1123
SF1390.1.mpg	59	247	752
SF1385A.1.mpg	56	269	731
SF1365.1.mpg	79	379	867
SF1377.1.mpg	134	467	1445
SF1386.1.mpg	43	213	538
SF1370.1.mpg	139	551	1738
SF1401.1.mpg	69	305	910
SF1394.1.mpg	30	167	479
SF1376.1.mpg	76	305	863
SF1369.1.mpg	116	400	1194
SF945G.1.mpg	26	106	321
SF1772B.1.mpg	35	122	403
SF794.1.mpg	1	1	1
SF805.1.mpg	3	1	12
SF1784B.1.mpg	13	50	161
SF780A.1.mpg	43	183	552
SF804.1.mpg	85	280	897
SF2618.1.mpg	207	575	1474
SF1775B.1.mpg	22	105	294
SF3115.1.mpg	27	133	395
SF773.1.mpg	79	214	732
SF3116.1.mpg	64	332	827
SF795A.1.mpg	17	83	240
SF1963A.1.mpg	39	341	765
SF806.1.mpg	36	103	442
SF803.1.mpg	115	260	872
SF784.1.mpg	24	123	378
SF796.1.mpg	82	293	858
SF787A.1.mpg	41	177	522
SF785.1.mpg	35	120	317
SF797.1.mpg	34	106	293
SF788.1.mpg	17	68	245
SF781.1.mpg	36	114	453
SF1783B.1.mpg	13	39	145
SF799.1.mpg	15	20	96
SF3117.1.mpg	58	216	591
SF2842.1.mpg	183	672	2089
SF783.1.mpg	57	163	629
SF800.1.mpg	37	210	483
SF771.1.mpg	29	162	418
SF790A.1.mpg	63	407	1007
SF778A.1.mpg	26	116	306
SF779.1.mpg	51	166	470
SF802.1.mpg	3	5	38
SF775.1.mpg	44	156	563
SF2632.1.mpg	163	382	1457
SF2631.1.mpg	1	0	5
SF1781B.1.mpg	21	65	208
SF786.1.mpg	50	150	432
SF2617.1.mpg	112	408	1234
SF782.1.mpg	31	82	298
SF3354.1.mpg	18	139	321
SF1807.1.mpg	88	317	1086
SF780B.1.mpg	18	30	157
SF790B.1.mpg	96	469	1261
SF2805.1.mpg	161	580	2159
SF2612.1.mpg	85	325	801
SF774.1.mpg	45	166	581
SF807.1.mpg	60	198	511
SF801.1.mpg	67	235	706
SF809A.1.mpg	97	307	1190
SF1778B.1.mpg	19	80	247
SF1961.1.mpg	85	767	1453
SF1774B.1.mpg	24	83	295
SF1776C.1.mpg	22	82	314
SF3111B.1.mpg	126	551	1644
SF2614A-F.1.mpg	430	1409	6305
SF776A.1.mpg	38	181	542
SF2627.1.mpg	142	364	1191
SF793.1.mpg	6	5	14
SF776B.1.mpg	65	249	715
SF1779B.1.mpg	22	80	275
SF3111A.1.mpg	99	463	1294
SF1963B.1.mpg	46	266	782
SF808.1.mpg	48	157	551
SF792A.1.mpg	133	353	1234
SF3256A.1.mpg	63	186	728
SF777.1.mpg	14	64	197
SF1773B.1.mpg	24	95	313
SF2616.1.mpg	122	496	1370
SF3256B.1.mpg	57	101	301
SF2391C.1.mpg	2	2	12
SF2391A.1.mpg	11	39	114
SF1450.1.mpg	78	374	1184
SF1479A.1.mpg	92	366	1065
SF1447.1.mpg	51	258	747
SF1463B.1.mpg	68	263	822
SF1470.1.mpg	107	450	1255
SF3107A-B.1.mpg	405	655	2384
SF1467.1.mpg	74	350	924
SF1463A.1.mpg	89	364	1108
SF1468.1.mpg	88	328	954
SF1454.1.mpg	80	265	815
SF3011A-B.1.mpg	276	660	2405
SF1471.1.mpg	37	170	493
SF3012C.1.mpg	128	412	1207
SF3223.1.mpg	100	361	1126
SF1474.1.mpg	73	269	708
SF1469.1.mpg	87	366	1022
SF1473.1.mpg	78	378	1087
SF1451.1.mpg	86	318	1000
SF1466B.1.mpg	14	50	154
SF1478B.1.mpg	5	9	67
SF1460A.1.mpg	25	83	205
SF3008A.1.mpg	121	467	1416
SF1446.1.mpg	108	363	1139
SF2978A-B.1.mpg	116	508	1405
SF1444.1.mpg	65	285	835
SF3012A.1.mpg	98	333	918
SF1448.1.mpg	117	437	1346
SF1461.1.mpg	39	150	430
SF1456.1.mpg	82	324	966
SF1478A.1.mpg	28	197	420
SF2999.1.mpg	92	421	1122
SF1476.1.mpg	72	289	857
SF1443.1.mpg	98	397	1262
SF2838A.1.mpg	45	189	457
SF1477.1.mpg	80	317	946
SF1464.1.mpg	93	388	1119
SF1457.1.mpg	62	232	722
SF1472.1.mpg	113	493	1444
SF3013.1.mpg	198	481	1734
SF1455.1.mpg	90	368	1031
SF1452.1.mpg	108	389	1179
SF3226.1.mpg	67	278	634
SF3008B.1.mpg	118	626	1532
SF1445.1.mpg	61	249	649
SF2838B.1.mpg	36	190	484
SF1462A.1.mpg	94	282	890
SF1465.1.mpg	83	310	960
SF3317B.1.mpg	47	177	442
SF1479B.1.mpg	7	1	11
SF1453.1.mpg	53	207	620
SF1475.1.mpg	67	286	750
SF1449.1.mpg	74	339	965
SF1458.1.mpg	86	318	1003
SF2837B.1.mpg	17	72	170
SF1459.1.mpg	36	187	447
SF1466A.1.mpg	95	387	1052
SF1462B.1.mpg	72	231	830
SF3012B.1.mpg	117	425	1163
SF3317A.1.mpg	34	183	396
SF2837A.1.mpg	17	86	219
SF1479C.1.mpg	60	123	591
SF1442.1.mpg	98	413	1291
SF1118.1.mpg	67	386	1009
SF1123A.1.mpg	48	200	701
SF1129.1.mpg	48	229	699
SF2933.1.mpg	123	406	1423
SF1116B.1.mpg	56	246	776
SF1116C.1.mpg	36	128	418
SF1137B.1.mpg	88	313	1034
SF1137A.1.mpg	66	265	910
SF1122.1.mpg	56	269	770
SF1124A.1.mpg	107	353	1206
SF1134B.1.mpg	82	252	821
SF2957.1.mpg	80	384	1098
SF1117.1.mpg	63	283	896
SF1143B.1.mpg	29	117	347
SF1130A.1.mpg	80	284	899
SF1115C.1.mpg	58	283	811
SF2861.1.mpg	103	789	1671
SF1121.1.mpg	73	229	777
SF1115A.1.mpg	63	241	753
SF1128D.1.mpg	14	39	120
SF2955.1.mpg	53	198	622
SF1128A.1.mpg	76	277	947
SF1136.1.mpg	74	282	910
SF1137C.1.mpg	101	346	1109
SF1133A.1.mpg	84	307	999
SF1116A.1.mpg	24	112	386
SF2821A-B.1.mpg	150	434	1584
SF2937.1.mpg	98	336	1071
SF1130B.1.mpg	87	305	997
SF1139.1.mpg	42	115	495
SF2738.1.mpg	55	198	646
SF1126.1.mpg	152	596	2067
SF1123B.1.mpg	51	190	582
SF1990A-H.1.mpg	463	2222	5557
SF1113D.1.mpg	78	306	965
SF1142.1.mpg	110	507	1627
SF1135A.1.mpg	88	435	1364
SF1135C.1.mpg	78	292	896
SF1135B.1.mpg	50	234	778
SF1119B.1.mpg	98	325	1048
SF1131B.1.mpg	162	399	1235
SF1119A.1.mpg	40	213	626
SF2934.1.mpg	204	493	1603
SF1127A.1.mpg	80	331	1110
SF1114B.1.mpg	64	250	761
SF1119C.1.mpg	27	93	169
SF1140A.1.mpg	67	300	939
SF2951.1.mpg	67	406	794
SF2966.1.mpg	63	174	846
SF1141B.1.mpg	60	279	822
SF1130D.1.mpg	67	213	723
SF1141A.1.mpg	71	229	743
SF2737.1.mpg	73	279	913
SF1132.1.mpg	70	230	702
SF1140B.1.mpg	123	403	1256
SF1134A.1.mpg	59	252	813
SF1138.1.mpg	99	393	1213
SF1116D.1.mpg	57	244	570
SF1128C.1.mpg	48	204	528
SF1127B.1.mpg	46	222	600
SF1113A.1.mpg	50	256	657
SF1115B.1.mpg	60	216	698
SF2783.1.mpg	2	2	11
SF1130C.1.mpg	74	318	937
SF1125.1.mpg	68	279	921
SF1120.1.mpg	38	208	618
SF1131A.1.mpg	54	257	735
SF1128B.1.mpg	43	148	450
SF2943.1.mpg	80	242	712
SF1147B.1.mpg	50	186	573
SF1114A.1.mpg	46	257	735
SF1133.1.mpg	68	267	615
SF2871B.1.mpg	43	259	636
SF3122.1.mpg	32	165	522
SF850C.1 Bok räddas, 1934.mpg	114	302	1089
SF762.1.mpg	12	21	94
SF2726.1.mpg	52	232	666
SF3206.1.mpg	62	333	997
SF2645.1 Se Sverige del 4, 1934.mpg	115	481	1471
SF810.1 Modern reklamfilm 1934.mpg	42	128	359
SF1215-18.1.mpg	191	591	2140
SF1888.1.mpg	39	60	421
SF3344.1.mpg	1	2	16
SF2962A-B.1.mpg	13	14	80
SF2832.1.mpg	61	215	440
SF2666A.1.mpg	51	157	471
SF2855A-C.1.mpg	160	745	1786
SF1005.1 Böckdtröm visar kamera på Liljevalchs, 1939.mpg	58	292	920
SF3204.1 om fotografi UFA 1936.mpg	81	330	960
SF1310A-B.1.mpg	105	445	1125
