file	num_segments	duration_seconds	num_words
SF2913.1.mpg	114	615	1535
SF3153.1.mpg	76	304	1134
SF2391B.1.mpg	11	37	107
SF3207.1.Astronomi 1937mpg.mpg	86	372	1218
SF812.1. Göteborgsminnen Sjöfartsmuseet 1934mpg.mpg	65	166	583
SF3205B.1.Atronomi 1935-36mpg.mpg	78	467	1181
SF2836A-E.1.mpg	239	923	2424
SF769C.1 dans england.mpg	44	57	190
SF2793.1.mpg	67	221	483
SF3299.1.mpg	2	1	3
SF944.1Reklamen tjänar samhället, 1937.mpg	33	147	471
SF2635B.1.mpg	128	386	1156
SF1899.1.mpg	68	299	780
SF2891A.1. Åhlen o Holm 1939mpg.mpg	60	269	884
SF1026C.1.mpg	13	76	220
SF2925A-C.1.mpg	221	922	2426
SF2905.1.mpg	72	311	892
SF2682C.1.mpg	40	231	623
SF1028A.1.mpg	33	189	532
SF1020B.1.mpg	52	121	467
SF1010A.1.mpg	30	160	418
SF1024D.1.mpg	2	1	2
SF1259D.1.mpg	42	236	770
SF1037A.1.mpg	45	248	665
SF1031.1.mpg	136	675	1857
SF1038A.1.mpg	33	158	463
SF1027B.1.mpg	32	70	321
SF2881.1.mpg	106	445	1321
SF1032B.1.mpg	31	139	466
SF1027A.1.mpg	56	253	704
SF1013A.1.mpg	80	468	1438
SF1021.1.mpg	54	270	767
SF1042C.1.mpg	1	1	2
SF1014.1.mpg	58	301	877
SF2730.1.mpg	108	354	1099
SF1029.1.mpg	23	135	401
SF1037G.1.mpg	9	44	139
SF1016A.1.mpg	49	264	771
SF1015C.1.mpg	37	112	471
SF1024B.1.mpg	57	225	718
SF2656A.1.mpg	68	205	749
SF2903.1.mpg	82	297	1043
SF2731.1.mpg	108	325	1053
SF1009B.1.mpg	51	178	496
SF1042B.1.mpg	1	1	5
SF1017.1.mpg	64	341	1053
SF2702.1.mpg	99	612	1365
SF2684.1.mpg	57	289	825
SF2682B.1.mpg	50	302	687
SF2877.1.mpg	104	405	1351
SF2904A.1.mpg	145	436	1411
SF1025A.1.mpg	67	340	1001
SF2788.1.mpg	22	97	252
SF2678.1.mpg	45	195	555
SF1030.1.mpg	35	162	476
SF2813.1.mpg	156	617	2150
SF2890.1.mpg	30	132	419
SF1040.1.mpg	26	147	410
SF2682A.1.mpg	70	397	962
SF1018.1.mpg	31	150	557
SF1028B.1.mpg	40	128	457
SF2917.1.mpg	77	439	1064
SF2922.1.mpg	108	423	1413
SF1037F.1.mpg	12	17	23
SF1026B.1.mpg	86	211	760
SF2975.1.mpg	53	185	586
SF2887.1.mpg	88	240	1037
SF1024C.1.mpg	73	217	856
SF1921.1.mpg	101	247	1504
SF1023A.1.mpg	38	232	729
SF2686.1.mpg	54	288	844
SF2690.1.mpg	100	513	1354
SF2787.1.mpg	57	86	579
SF2896.1.mpg	67	328	957
SF2909A-B.1.mpg	161	763	2427
SF2902.1.mpg	114	561	1813
SF1025C.1.mpg	11	56	190
SF1039A.1.mpg	57	231	689
SF1009A.1.mpg	34	219	611
SF1028C.1.mpg	6	1	7
SF1006.1.mpg	60	329	1011
SF1010B.1.mpg	150	307	1020
SF1025B.1.mpg	119	404	1341
SF2889.1.mpg	75	281	911
SF1025D.1.mpg	50	263	680
SF1024A.1.mpg	43	226	710
SF2717.1.mpg	53	240	790
SF2797.1.mpg	84	328	1227
SF1022.1.mpg	84	408	1257
SF1019.1.mpg	54	279	790
SF1962.1.mpg	111	576	1629
SF2901A.1.mpg	89	351	994
SF2977.1.mpg	71	306	895
SF1036.1.mpg	60	321	962
SF2886.1.mpg	85	435	1288
SF1037D.1.mpg	86	241	1027
SF2894.1.mpg	59	257	905
SF2718.1.mpg	111	470	1423
SF2880.1.mpg	44	208	660
SF1007.1.mpg	31	203	605
SF1020A.1.mpg	32	189	601
SF1041A.1.mpg	35	145	454
SF1015A.1.mpg	27	141	438
SF2923.1.mpg	100	347	1107
SF3321.1.mpg	1	1	4
SF1035.1.mpg	28	167	471
SF1012.1.mpg	33	201	607
SF1042A.1.mpg	28	112	360
SF2798.1.mpg	103	308	1269
SF2901B.1.mpg	79	373	967
SF2683.1.mpg	32	157	391
SF1032A.1.mpg	47	284	686
SF1008.1.mpg	32	163	483
SF1011.1.mpg	19	117	306
SF2907.1.mpg	88	375	1209
SF1034.1.mpg	52	198	567
SF1033.1.mpg	89	430	1250
SF2685.1.mpg	134	533	1638
SF2910.1.mpg	134	356	1290
SF1027C.1.mpg	78	278	1084
SF1013B.1.mpg	21	84	248
SF1016B.1.mpg	44	146	447
SF1015B.1.mpg	2	1	5
SF1039B.1.mpg	40	188	454
SF2901C.1.mpg	78	440	1113
SF1037C.1.mpg	67	283	699
SF1026A.1.mpg	55	254	725
SF2729.1.mpg	96	382	1112
SF2927.1.mpg	1	0	2
SF2888.1.mpg	86	330	1274
SF1326A.1.mpg	136	549	1548
SF1358.1.mpg	51	207	631
SF1338.1.mpg	24	122	354
SF2825A.1.mpg	82	341	960
SF1332.1.mpg	76	241	738
SF1345.1.mpg	101	442	1303
SF2803.1.mpg	119	683	1674
SF1333.1.mpg	97	381	1207
SF1328A.1.mpg	101	423	1166
SF1342B.1.mpg	51	186	675
SF1347.1.mpg	94	349	1051
SF1329.1.mpg	112	389	1276
SF1320.1.mpg	89	378	1197
SF1354.1.mpg	66	279	859
SF1349.1.mpg	59	276	792
SF1353.1.mpg	58	275	788
SF1322.1.mpg	100	357	1155
SF2959.1.mpg	17	75	146
SF2825B.1.mpg	96	310	962
SF1351.1.mpg	48	217	601
SF1352.1.mpg	74	353	1072
SF2804.1.mpg	106	566	1644
SF1355.1.mpg	48	244	656
SF1323A.1.mpg	21	86	225
SF1341.1.mpg	8	44	91
SF1344.1.mpg	74	334	936
SF1336.1.mpg	35	178	482
SF3009A-D.1.mpg	301	1471	4177
SF1327.1.mpg	108	447	1284
SF1339.1.mpg	56	215	651
SF1324.1.mpg	31	146	435
SF1346A.1.mpg	67	264	757
SF1335.1.mpg	109	205	539
SF1334.1.mpg	113	443	1305
SF3001.1.mpg	58	289	537
SF1342A.1.mpg	89	367	1036
SF1357.1.mpg	53	264	777
SF1321.1.mpg	87	346	1096
SF1331.1.mpg	119	529	1619
SF2988.1.mpg	48	218	631
SF1350.1.mpg	81	321	1018
SF1359.1.mpg	66	174	573
SF1361.1.mpg	39	171	525
SF1348.1.mpg	67	355	953
SF2845.1.mpg	103	530	1296
SF1330.1.mpg	87	293	999
SF1323C.1.mpg	31	153	305
SF3006.1.mpg	106	409	1383
SF1325.1.mpg	89	400	1126
SF1323B.1.mpg	53	258	648
SF1328B.1.mpg	62	264	865
SF1356.1.mpg	40	186	527
SF1337.1.mpg	31	121	383
SF1360.1.mpg	81	286	947
SF3308.1.mpg	19	24	78
SF3309A.1.mpg	50	198	547
SF3309B.1.mpg	28	66	204
SF3309C.1.mpg	15	13	117
SF1849.1.mpg	60	241	909
SF1848.1.mpg	83	313	1030
SF1858.1.mpg	53	206	667
SF1850.1.mpg	63	256	872
SF1852.1.mpg	66	272	928
SF1866A.1.mpg	39	182	524
SF1846.1.mpg	67	293	913
SF1851.1.mpg	48	199	695
SF1855.1.mpg	55	181	623
SF1853.1.mpg	63	231	807
SF1844.1.mpg	109	355	1076
SF1860A.1.mpg	68	219	815
SF1854.1.mpg	53	278	809
SF1845.1.mpg	59	238	825
SF1857A.1.mpg	61	286	517
SF1859A-B.1.mpg	86	405	1190
SF1856.1.mpg	69	294	936
SF1847A.1.mpg	92	336	1058
SF3152.1.mpg	88	452	1172
SF886.1.mpg	56	218	676
SF879A.1.mpg	50	225	726
SF2660A.1.mpg	57	270	823
SF871C.1.mpg	2	1	2
SF849.1.mpg	95	328	1026
SF3158.1.mpg	33	187	530
SF850A.1.mpg	8	19	18
SF3155.1.mpg	88	358	1118
SF867A.1.mpg	14	40	124
SF881A.1.mpg	34	172	533
SF853A.1.mpg	38	142	428
SF2663.1.mpg	40	170	472
SF2819.1.mpg	106	393	1137
SF883.1.mpg	76	251	869
SF2573D.1.mpg	59	203	610
SF3137.1.mpg	78	329	1029
SF866D.1.mpg	47	229	725
SF2649.1.mpg	95	366	1258
SF3162.1.mpg	269	476	1644
SF2659D.1.mpg	83	79	292
SF3161A-C.1.mpg	34	157	470
SF863B.1.mpg	14	28	140
SF2659B.1.mpg	33	220	618
SF877A.1.mpg	31	140	433
SF3205A.1.mpg	82	411	982
SF872.1.mpg	95	414	1202
SF2699.1.mpg	75	429	1153
SF3187.1.mpg	57	357	955
SF857.1.mpg	102	305	1042
SF869B.1.mpg	22	18	84
SF2698.1.mpg	48	345	928
SF3144.1.mpg	15	48	169
SF3134.1.mpg	61	297	933
SF855B.1.mpg	103	493	1229
SF869A.1.mpg	98	444	1339
SF864A.1.mpg	113	339	1340
SF878A.1.mpg	60	230	780
SF2660B.1.mpg	28	85	250
SF855A.1.mpg	73	284	882
SF874.1.mpg	74	283	920
SF2584.1.mpg	93	298	938
SF871A.1.mpg	53	192	756
SF881B.1.mpg	5	13	43
SF2659C.1.mpg	34	25	172
SF2659A.1.mpg	11	8	34
SF863A.1.mpg	56	419	1036
SF1843.1.mpg	64	282	879
SF3178.1.mpg	11	21	91
SF2688.1.mpg	132	674	1873
SF3130.1.mpg	127	251	1067
SF868B.1.mpg	1	2	7
SF862.1.mpg	98	304	994
SF878C.1.mpg	30	120	368
SF861A.1.mpg	74	190	772
SF884A.1.mpg	68	291	750
SF2892.1.mpg	83	385	1126
SF2662.1.mpg	141	378	1293
SF866A.1.mpg	33	98	413
SF3105.1.mpg	112	423	1325
SF865B.1.mpg	10	12	53
SF3142.1.mpg	60	252	781
SF876B.1.mpg	75	326	893
SF878B.1.mpg	27	76	283
SF3151.1.mpg	169	447	1495
SF875B.1.mpg	26	80	254
SF924B.1.mpg	88	377	946
SF880.1.mpg	20	114	337
SF861B.1.mpg	56	273	815
SF879C.1.mpg	53	155	529
SF871B.1.mpg	18	57	148
SF853B.1.mpg	1	5	25
SF3156.1.mpg	53	294	775
SF2655.1.mpg	132	326	1434
SF882B.1.mpg	48	160	675
SF2661C.1.mpg	54	207	513
SF3141.1.mpg	80	348	1088
SF3154.1.mpg	83	271	950
SF868A.1.mpg	17	120	275
SF3138.1.mpg	45	263	663
SF877B.1.mpg	47	178	606
SF2661A.1.mpg	19	47	155
SF3143.1.mpg	55	206	621
SF852.1.mpg	2	0	6
SF873.1.mpg	101	424	1186
SF884B.1.mpg	68	244	815
SF3157.1.mpg	63	286	1030
SF3139.1.mpg	3	0	8
SF2786.1.mpg	45	211	650
SF876C.1.mpg	92	313	840
SF885B.1.mpg	28	56	215
SF876A.1.mpg	37	132	375
SF850B.1.mpg	55	205	602
SF1883.1.mpg	33	199	443
SF885A.1.mpg	47	206	592
SF859.1.mpg	33	88	332
SF858.1.mpg	52	193	618
SF879B.1.mpg	82	304	945
SF887.1.mpg	84	351	1092
SF851.1.mpg	36	181	484
SF3148.1.mpg	101	479	1334
SF2998A-F.1.mpg	551	597	3215
SF3191.1.mpg	117	280	881
SF3179.1.mpg	72	380	1106
SF866C.1.mpg	16	38	105
SF866B.1.mpg	88	382	1198
SF879E.1.mpg	15	5	38
SF2952.1.mpg	83	343	1069
SF854.1.mpg	96	278	891
SF3182.1.mpg	79	357	958
SF879D.1.mpg	16	4	39
SF2695.1.mpg	73	318	814
SF856.1.mpg	22	118	330
SF870.1.mpg	55	289	865
SF882A.1.mpg	39	188	542
SF860.1.mpg	51	223	663
SF865A.1.mpg	23	107	308
SF875A.1.mpg	54	168	563
SF1070.1.mpg	51	273	747
SF2691.1.mpg	111	561	1446
SF1055E.1.mpg	14	29	99
SF1051.1.mpg	27	170	438
SF1076.1.mpg	32	124	425
SF2715.1.mpg	55	327	888
SF1080.1.mpg	79	327	1114
SF1061A.1.mpg	56	250	731
SF1072A.1.mpg	41	225	617
SF1059B.1.mpg	39	88	410
SF2714.1.mpg	107	391	1273
SF1063A.1.mpg	74	448	1176
SF1052A.1.mpg	60	325	879
SF2911B.1.mpg	55	256	664
SF1050.1.mpg	60	279	812
SF1879.1.mpg	101	487	1421
SF2708.1.mpg	114	524	1389
SF2723.1.mpg	88	421	1090
SF1066.1.mpg	30	147	486
SF1989A.1.mpg	8	16	59
SF1072B.1.mpg	12	53	151
SF1053B.1.mpg	39	155	459
SF1048A.1.mpg	41	220	648
SF1043C.1.mpg	71	251	918
SF2728.1.mpg	75	312	971
SF1059A.1.mpg	44	207	595
SF2911A.1.mpg	64	175	580
SF1068.1.mpg	30	163	478
SF2704.1.mpg	52	205	613
SF2712.1.mpg	150	459	1536
SF1047.1.mpg	154	401	1277
SF1058.1.mpg	26	128	392
SF1045C.1.mpg	32	126	450
SF1063C.1.mpg	30	155	424
SF1054.1.mpg	52	257	792
SF3209.1.mpg	150	508	1800
SF1077.1.mpg	28	117	367
SF1065.1.mpg	50	229	656
SF1055D.1.mpg	1	0	4
SF1064B.1.mpg	40	192	527
SF1045A.1.mpg	34	183	491
SF1048B.1.mpg	89	316	1097
SF1069.1.mpg	69	314	856
SF1067.1.mpg	23	118	344
SF2719.1.mpg	79	275	782
SF1053A.1.mpg	55	205	677
SF1027D.1.mpg	58	227	626
SF1061C.1.mpg	23	110	291
SF1057A.1.mpg	25	142	386
SF2706.1.mpg	100	376	1032
SF1043A.1.mpg	7	59	141
SF1073A.1.mpg	91	413	1276
SF1057B.1.mpg	4	3	25
SF2727.1.mpg	70	344	995
SF2725.1.mpg	18	22	164
SF1049A.1.mpg	20	121	328
SF3224.1.mpg	61	315	934
SF1072D.1.mpg	44	243	729
SF1046.1.mpg	16	90	260
SF1045B.1.mpg	2	8	28
SF1055A.1.mpg	47	214	631
SF2713.1.mpg	86	316	1115
SF1074.1.mpg	96	305	992
SF1052B.1.mpg	29	87	185
SF1075.1.mpg	62	278	931
SF1056.1.mpg	33	157	450
SF1989B.1.mpg	4	12	38
SF2700.1.mpg	77	349	1074
SF1071A.1.mpg	54	297	776
SF2707.1.mpg	87	361	1057
SF1064A.1.mpg	28	161	441
SF2711.1.mpg	109	690	1700
SF1055C.1.mpg	86	305	842
SF3104.1.mpg	190	523	1628
SF2716.1.mpg	93	501	1310
SF2710.1.mpg	90	421	1145
SF1071B.1.mpg	34	155	313
SF2709.1.mpg	54	189	634
SF1044.1.mpg	31	168	484
SF1060.1.mpg	65	306	866
SF1055B.1.mpg	81	173	1005
SF2705.1.mpg	84	398	1112
SF906.1.mpg	52	140	429
SF926A.1.mpg	11	57	169
SF923.1.mpg	20	126	379
SF2653G.1.mpg	63	93	255
SF2971.1.mpg	103	648	1588
SF895.1.mpg	39	157	577
SF3198.1.mpg	117	468	1327
SF891C.1.mpg	51	266	801
SF2963.1.mpg	124	824	1862
SF891E.1.mpg	35	225	505
SF2919.1.mpg	50	216	639
SF3172A.1.mpg	119	265	999
SF2982B.1.mpg	95	303	1118
SF912B.1.mpg	20	16	109
SF918B.1.mpg	30	67	203
SF3180.1.mpg	70	377	1044
SF919A.1.mpg	49	251	711
SF2697.1.mpg	89	338	959
SF2650D.1.mpg	7	3	23
SF919B.1.mpg	21	43	219
SF889B.1.mpg	39	83	426
SF2653A.1.mpg	2	0	3
SF2658.1.mpg	87	379	1149
SF3202.1.mpg	121	374	1273
SF3196.1.mpg	95	374	1359
SF3149.1.mpg	67	282	849
SF2650B.1.mpg	23	110	329
SF3171C.1.mpg	36	230	520
SF3040A.1.mpg	59	106	357
SF896B.1.mpg	98	157	560
SF3164.1.mpg	74	338	771
SF3126.1.mpg	12	65	185
SF891D.1.mpg	32	168	413
SF2973.1.mpg	22	109	286
SF901A.1.mpg	48	188	545
SF900B.1.mpg	41	174	468
SF2811.1.mpg	69	397	1278
SF2650E.1.mpg	18	46	111
SF3171B.1.mpg	31	177	425
SF897.1.mpg	37	208	614
SF920.1.mpg	38	198	703
SF3172C.1.mpg	106	306	934
SF905A.1.mpg	55	227	807
SF909A.1.mpg	52	263	822
SF945H.1.mpg	10	9	31
SF902A.1.mpg	32	172	416
SF893.1.mpg	35	153	519
SF905B.1.mpg	17	36	152
SF918A.1.mpg	15	93	255
SF2652B.1.mpg	2	1	6
SF2635A.1.mpg	79	250	719
SF894.1.mpg	72	333	984
SF2814.1.mpg	126	330	1116
SF2871A.1.mpg	50	208	495
SF909E.1.mpg	57	316	923
SF2801.1.mpg	63	218	403
SF2795.1.mpg	33	112	373
SF912A.1.mpg	133	325	1055
SF891B.1.mpg	21	30	173
SF907B.1.mpg	75	430	1106
SF2650A.1.mpg	61	231	749
SF890.1.mpg	91	354	1085
SF3160.1.mpg	186	439	1782
SF922.1.mpg	60	191	680
SF3181.1.mpg	51	319	891
SF892A.1.mpg	28	113	401
SF1861.1.mpg	123	371	1038
SF3190A.1.mpg	65	254	810
SF3173.1.mpg	38	199	468
SF2653C.1.mpg	57	71	243
SF914A.1.mpg	48	191	663
SF2652A.1.mpg	3	3	8
SF908E.1.mpg	68	290	926
SF3199.1.mpg	115	374	1194
SF888.1.mpg	55	288	884
SF3290.1.mpg	53	247	762
SF3147.1.mpg	81	253	969
SF2972.1.mpg	94	445	1133
SF3197.1.mpg	1	1	1
SF2918.1.mpg	5	18	56
SF915B.1.mpg	20	50	316
SF3190B.1.mpg	42	181	519
SF3171A.1.mpg	32	175	365
SF3145.1.mpg	79	354	1069
SF921.1.mpg	15	113	294
SF2969.1.mpg	137	421	1976
SF899B.1.mpg	63	212	725
SF3163.1.mpg	12	34	132
SF1978B.1.mpg	75	301	955
SF900A.1.mpg	38	157	446
SF919C.1.mpg	29	47	306
SF892B.1.mpg	78	268	989
SF2968.1.mpg	112	484	1506
SF2651A-G.1.mpg	188	397	1273
SF915A.1.mpg	28	127	413
SF3168.1.mpg	213	482	1789
SF2653H.1.mpg	97	110	367
SF3172B.1.mpg	212	358	1585
SF915C.1.mpg	39	58	113
SF924A.1.mpg	41	155	560
SF2653J.1.mpg	52	63	247
SF3201.1.mpg	56	270	832
SF899A.1.mpg	99	426	1223
SF2974.1.mpg	50	225	657
SF902B.1.mpg	94	303	1073
SF898.1.mpg	105	277	974
SF3150.1.mpg	45	191	783
SF2870.1.mpg	62	279	686
SF908A.1.mpg	92	346	1112
SF914B.1.mpg	72	244	706
SF2653D.1.mpg	51	80	224
SF891A.1.mpg	117	391	1190
SF910A.1.mpg	38	172	450
SF2619.1.mpg	2	2	6
SF925B.1.mpg	29	85	288
SF896A.1.mpg	90	303	1012
SF2970.1.mpg	84	451	1090
SF2653F.1.mpg	84	104	299
SF917.1.mpg	70	237	825
SF891F.1.mpg	7	4	21
SF3159.1.mpg	131	528	1542
SF904.1.mpg	19	74	277
SF2653I.1.mpg	122	191	648
SF911.1.mpg	34	160	474
SF925A.1.mpg	42	252	688
SF910C.1.mpg	11	15	71
SF913.1.mpg	98	88	321
SF903.1.mpg	15	72	211
SF916B.1.mpg	95	523	1479
SF908D.1.mpg	70	273	872
SF2653E.1.mpg	75	90	301
SF916A.1.mpg	24	120	317
SF2869.1.mpg	64	273	660
SF3094.1.mpg	53	227	690
SF2672.1.mpg	91	342	1070
SF889A.1.mpg	60	292	882
SF907A.1.mpg	97	462	1340
SF1978A.1.mpg	53	368	731
SF2696.1.mpg	80	345	1105
SF910B.1.mpg	10	11	33
SF821.1.mpg	49	164	462
SF2859.1.mpg	53	106	359
SF3266B.1.mpg	118	210	624
SF826A.1.mpg	35	35	93
SF2785.1.mpg	31	85	317
SF2667.1.mpg	54	177	527
SF841B.1.mpg	24	110	403
SF1825.1.mpg	81	269	789
SF2599.1.mpg	43	187	559
SF2639.1.mpg	76	255	762
SF3266C.1.mpg	91	374	1125
SF827A.1.mpg	152	457	1378
SF840.1.mpg	47	193	583
SF3118.1.mpg	167	483	1900
SF3266A.1.mpg	129	181	786
SF3127.1.mpg	60	210	677
SF847A.1.mpg	58	194	744
SF2762.1.mpg	11	9	79
SF825.1.mpg	84	312	912
SF817.1.mpg	67	223	677
SF3129.1.mpg	73	170	724
SF823.1.mpg	41	225	593
SF3128.1.mpg	96	382	1124
SF2643.1.mpg	98	415	1175
SF2620.1.mpg	90	451	1221
SF2694.1.mpg	135	441	1220
SF3120.1.mpg	179	589	1893
SF3132.1.mpg	100	243	881
SF820.1.mpg	26	59	171
SF1877C.1.mpg	53	345	849
SF845.1.mpg	19	62	181
SF2648.1.mpg	149	458	1602
SF3119.1.mpg	135	424	1376
SF836.1.mpg	37	150	439
SF2630A.1.mpg	26	72	131
SF3124.1.mpg	60	276	804
SF2630C.1.mpg	10	8	24
SF848C.1.mpg	81	271	852
SF846.1.mpg	37	125	569
SF815.1.mpg	60	349	830
SF2624.1.mpg	60	240	623
SF3188.1.mpg	85	354	1103
SF816A.1.mpg	61	250	684
SF835.1.mpg	71	356	971
SF3140.1.mpg	40	264	699
SF824.1.mpg	91	371	1043
SF831.1.mpg	29	221	582
SF2621.1.mpg	45	191	513
SF2638A.1.mpg	139	481	1449
SF816B.1.mpg	24	64	167
SF811B.1.mpg	30	108	358
SF2647.1.mpg	111	402	1263
SF829A.1.mpg	57	313	779
SF828C.1.mpg	40	182	506
SF3125.1.mpg	119	338	1031
SF2630B.1.mpg	12	5	31
SF848A.1.mpg	119	409	1322
SF2623A.1.mpg	164	705	1857
SF3135.1.mpg	77	285	833
SF848B.1.mpg	75	232	734
SF811A.1.mpg	19	23	89
SF2633.1.mpg	140	370	1354
SF819.1.mpg	74	234	712
SF829B.1.mpg	8	41	114
SF2790.1.mpg	3	34	15
SF2646.1.mpg	123	388	1293
SF813.1.mpg	80	224	866
SF2693.1.mpg	52	259	817
SF841A.1.mpg	61	358	1105
SF2641.1.mpg	80	315	933
SF3066.1.mpg	108	411	1514
SF2625.1.mpg	91	465	1197
SF908B.1.mpg	19	45	132
SF844A.1.mpg	16	44	168
SF3136.1.mpg	24	62	330
SF834.1.mpg	22	124	309
SF3189.1.mpg	131	468	1388
SF839A.1.mpg	28	101	257
SF3052C.1.mpg	102	530	1500
SF2601.1.mpg	98	348	1339
SF2603.1.mpg	26	21	85
SF757A.1.mpg	5	16	86
SF751.1.mpg	9	144	198
SF3260.1.mpg	27	93	307
SF3052A.1.mpg	92	431	1187
SF759.1.mpg	82	304	896
SF752A.1.mpg	3	1	9
SF3059.1.mpg	58	115	378
SF1964A-B.1.mpg	97	504	1043
SF744A.1.mpg	86	159	590
SF2606.1.mpg	78	300	793
SF766.1.mpg	89	330	847
SF769F.1.mpg	8	3	16
SF2605A-B.1.mpg	117	457	1202
SF753A.1.mpg	38	305	495
SF2600.1.mpg	20	41	149
SF768A.1.mpg	14	15	72
SF749.1.mpg	20	72	265
SF764A-B.1.mpg	102	565	1302
SF740.1.mpg	38	151	365
SF739A.1.mpg	37	100	237
SF767.1.mpg	117	349	1064
SF769H.1.mpg	15	18	128
SF763.1.mpg	101	198	706
SF769A.1.mpg	95	353	1068
SF737.1.mpg	53	147	463
SF765.1.mpg	14	6	20
SF2597A-C.1.mpg	229	1158	2895
SF2598B.1.mpg	52	273	670
SF3057.1.mpg	163	772	2055
SF3052D.1.mpg	93	459	1258
SF3052B.1.mpg	110	496	1241
SF1960.1.mpg	54	424	703
SF754.1.mpg	27	111	211
SF736.1.mpg	67	127	439
SF2595A-C.1.mpg	118	256	1119
SF770A.1.mpg	14	23	117
SF769D.1.mpg	21	53	153
SF745.1.mpg	34	154	314
SF770B.1.mpg	30	20	111
SF748.1.mpg	109	217	808
SF1959.1.mpg	83	576	993
SF2596A-B.1.mpg	122	326	982
SF761.1.mpg	42	140	452
SF2607.1.mpg	33	72	276
SF747.1.mpg	18	47	191
SF769G.1.mpg	28	48	172
SF2668.1.mpg	115	457	1291
SF769B.1.mpg	2	0	3
SF769E.1.mpg	7	10	48
SF764C.1.mpg	68	217	697
SF2554.1.mpg	97	300	1137
SF758.1.mpg	23	61	195
SF2925F.1.mpg	48	302	618
SF708A.1.mpg	54	50	215
SF723B.1.mpg	25	28	153
SF2561.1.mpg	25	69	206
SF2608.1.mpg	36	23	145
SF709A.1.mpg	65	494	1198
SF3053B.1.mpg	1	0	1
SF715.1.mpg	1	0	3
SF3054.1.mpg	39	49	175
SF710.1.mpg	76	466	992
SF2563.1.mpg	102	173	613
SF3053A.1.mpg	16	101	189
SF716A.1.mpg	32	231	421
SF714.1.mpg	48	320	715
SF718.1.mpg	11	26	101
SF713.1.mpg	37	166	558
SF733.1.mpg	39	45	265
SF2767.1.mpg	20	21	106
SF723A.1.mpg	9	4	37
SF721.1.mpg	14	41	80
SF711.1.mpg	13	18	84
SF2562B.1.mpg	12	23	34
SF2564.1.mpg	15	54	187
SF727.1.mpg	61	109	355
SF3056.1.mpg	166	799	2004
SF2562A.1.mpg	37	23	102
SF705.1.mpg	10	105	151
SF722.1.mpg	2	3	12
SF730.1.mpg	1	0	2
SF3047.1.mpg	7	66	93
SF3058.1.mpg	188	469	1479
SF729A.1.mpg	14	79	278
SF2560.1.mpg	32	243	493
SF717A.1.mpg	38	149	469
SF712.1.mpg	17	120	208
SF707.1.mpg	53	176	492
SF3233A.1.mpg	63	277	698
SF2167A-B.1.mpg	136	541	1347
SF3233B.1.mpg	59	237	589
SF2064A.1.mpg	80	330	915
SF2064B.1.mpg	60	261	645
SF1422.1.mpg	52	242	587
SF1424.1.mpg	127	407	1356
SF1403.1.mpg	70	289	885
SF1426.1.mpg	117	392	1443
SF1414.1.mpg	50	168	524
SF1407A.1.mpg	123	440	1396
SF1433.1.mpg	55	217	698
SF1415.1.mpg	72	285	880
SF1409.1.mpg	111	491	1495
SF1407B.1.mpg	77	260	727
SF1405.1.mpg	78	337	1042
SF2993.1.mpg	110	538	1358
SF1428.1.mpg	75	296	812
SF1884.1.mpg	101	404	1307
SF1431A.1.mpg	93	358	1068
SF1434.1.mpg	64	298	788
SF1406.1.mpg	82	342	1091
SF1419.1.mpg	71	258	806
SF1423.1.mpg	111	500	1399
SF1429.1.mpg	94	340	968
SF1413.1.mpg	101	344	1008
SF1412.1.mpg	63	229	744
SF1870B.1.mpg	114	498	1428
SF1441.1.mpg	87	360	1022
SF1421.1.mpg	141	296	1637
SF1410.1.mpg	64	227	760
SF1438.1.mpg	67	212	659
SF1408A.1.mpg	127	455	1398
SF3007A-C.1.mpg	189	523	2435
SF3102.1.mpg	80	243	708
SF1420.1.mpg	62	342	821
SF2991.1.mpg	78	450	1122
SF1425.1.mpg	82	310	943
SF1417.1.mpg	70	318	919
SF1404.1.mpg	95	348	1110
SF2828.1.mpg	83	482	1278
SF1427.1.mpg	126	529	1531
SF3015A.1.mpg	78	320	839
SF2992.1.mpg	71	326	791
SF1431B.1.mpg	15	54	148
SF1411.1.mpg	118	427	1346
SF1416.1.mpg	97	402	1187
SF1432.1.mpg	131	546	1649
SF1870A.1.mpg	78	364	1019
SF3314.1.mpg	6	4	14
SF2994.1.mpg	128	526	1326
SF2840.1.mpg	97	255	989
SF1437.1.mpg	72	302	995
SF3015B.1.mpg	46	97	331
SF1408B.1.mpg	92	288	988
SF1402.1.mpg	75	255	830
SF1439.1.mpg	42	209	657
SF1435.1.mpg	70	339	928
SF1430.1.mpg	71	279	815
SF1436.1.mpg	55	241	610
SF1418.1.mpg	70	289	890
SF2208.1.mpg	1	0	2
SF1866B.1.mpg	91	288	842
SF3234.1.mpg	2	1	8
SF3267.1.mpg	81	129	698
SF2480A.1.mpg	1	0	1
SF1799.1.mpg	85	258	920
SF1774A.1.mpg	87	309	1001
SF1786.1.mpg	69	304	897
SF1783A.1.mpg	46	170	502
SF1800.1.mpg	113	443	1384
SF1769.1.mpg	72	298	882
SF1772A.1.mpg	116	470	1424
SF1792.1.mpg	43	162	549
SF1784A.1.mpg	64	249	712
SF1791.1.mpg	83	334	1204
SF1781A.1.mpg	61	230	767
SF1797.1.mpg	78	271	887
SF2856A-B.1.mpg	131	638	1638
